sector,fullTimeEmployees,trailingAnnualDividendYield,payoutRatio,averageDailyVolume10Day,trailingAnnualDividendRate,averageVolume10days,dividendRate,beta,priceHint,trailingPE,regularMarketVolume,marketCap,averageVolume,priceToSalesTrailing12Months,forwardPE,fiveYearAvgDividendYield,dividendYield,enterpriseToRevenue,profitMargins,enterpriseToEbitda,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,priceToBook,heldPercentInsiders,shortRatio,enterpriseValue,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,increment,symbol
-137.07146374261143,0.09552332678180502,-0.13333288507998298,-0.015504669166442742,-0.05163990729200831,0.2635968573403539,-0.05163990729200831,0.14535543747806873,-0.027034177202595808,-0.4086802993577162,0.07795635991738542,-0.04993135104104061,0.3842177348702763,-0.053848184170449294,-0.03663169018615304,0.05409337310754736,-0.08381071541698402,-0.21963627915982176,-0.033864805473698106,-0.006309968378384278,-0.011649431353890759,0.2302131752078206,-0.011053978571420023,-0.6544551251110847,0.6413506886069166,0.29414260218068,0.1761293445513583,0.026563609282696417,0.062038112491020224,-0.6645917139757861,-0.5575838763595325,-0.004756173576383461,-0.040723481142060904,-0.014159326207288617,-0.5017641154560737,-38.82726437515325,A
-103.965570363199,0.02734807652530756,0.0430931384024903,-0.06124033859717917,0.5019614598495378,-0.09548273477613937,0.5019614598495378,-0.3261051734886835,0.12174318636001592,-0.4086802993577162,-0.1567705485012286,0.3782056192527861,-0.1005068272007252,0.3455565066082174,-0.0381893826440256,0.016727987191594,-0.4888675582428486,-0.516779730034711,-0.03552125132741072,-0.022478737380131692,-0.021470495900653405,0.001762410932910818,0.018148304224830544,0.6092512748072201,0.3625387257763139,-0.16486348303332274,-0.11706271626447992,-0.013810220391055743,-0.15851922486684827,-0.6523314986823511,-0.5080368753757296,-0.017385872233888013,-0.0598530704482399,-0.025687233020296057,0.2215476042374731,137.58336931660935,AA
-70.85967698378658,-0.20896681950664303,-0.32350258820039834,-0.06124033859717917,-0.18970062405381385,-0.441120844834796,-0.18970062405381385,-0.3261051734886835,-0.0027110843093882887,-0.4086802993577162,-0.1567705485012286,-0.12114870558930081,-0.1869747064573756,0.31461386210079584,-0.038347952630506645,-0.0219747330233696,-0.4888675582428486,-0.516779730034711,-0.03577052098438473,-0.0863953158537478,-0.02592954051229714,-0.22564041405633425,-0.23582738733435302,-0.7246610362176573,-1.2667998112488037,-0.08523997845538349,-0.04073758280231069,2.2805102928000522,-0.22241514203247809,-0.6821374466462665,-0.9291863837380547,-0.020871556869025622,-0.0598530704482399,-0.025970374591141855,-0.6076146070491072,-53.90942644246108,AACG
-37.75378360437415,-0.2236926735620465,-0.32350258820039834,-0.06124033859717917,-0.2433315662497583,-0.441120844834796,-0.2433315662497583,-0.3261051734886835,0.05006009321253068,2.4469004294349492,-0.1567705485012286,-0.24273655738486802,-0.18748981275042848,-0.1850228602470485,-0.038957444811167384,-0.0219747330233696,-0.4888675582428486,-0.516779730034711,-0.03558819492524436,-0.02068209857411393,-0.02592954051229714,-0.22564041405633425,-0.23582738733435302,-0.16031354701709813,-0.4974441099374482,-0.11835726750357378,-0.04073758280231069,0.03859811620468023,-0.22241514203247809,-0.5264599256875434,0.19387897189481204,-0.020955181917991273,-0.08395138424953032,-0.030096151766323468,-0.19914027410676022,-26.999132392777597,AAIC
-4.647890224961726,1.776530211677728,-0.1949137367195446,-0.06124033859717917,6.340886060861631,-0.34511025870739137,6.340886060861631,-0.3261051734886835,0.049667728315206605,-0.4086802993577162,-0.1567705485012286,4.541772081669443,0.05561949285020558,4.862638743952049,-0.03811405020859599,0.33246923637298936,0.11633501868520792,-0.516779730034711,-0.03498379764561634,-0.07096934464703626,-0.029006742982071024,-0.2057295676287045,-0.3934512381481158,2.358998462759659,-0.3051263365928024,-4.246739116471284,-1.5740878023125418,-0.009928121383964187,-0.22241514203247809,-0.6312439239312707,-0.6208939331721697,7.621431675709827e-06,-0.0598530704482399,-0.025687233020296057,1.5460357795937654,133.1272631456295,AAL
28.4580031544507,-0.2217448092690037,-0.32350258820039834,-0.06124033859717917,-0.26241660576932185,-0.441120844834796,-0.26241660576932185,-0.3261051734886835,-0.062197459399146005,-0.4086802993577162,-0.15319862144674457,-0.286587382244539,-0.18896890216217763,-0.20156939544378508,-0.038347952630506645,-0.0219747330233696,-0.4888675582428486,-0.516779730034711,-0.03577052098438473,-0.02068209857411393,-0.031192780744966918,-0.22564041405633425,-1.6758694158159946,-0.8164687634260247,-0.9415933682482132,-0.09215410889408665,1.9954900477682957,-0.04874911145487972,-0.22241514203247809,2.7376454560577157,-0.8631237157596507,-0.020857175755395457,-0.0598530704482399,-0.025970374591141855,-0.5560464188371166,-157.186736499383,AAMC
28.4580031544507,-0.22098514219471702,-0.18358433354569959,-0.06124033859717917,0.07105743127345221,-0.42191872760931504,0.07105743127345221,-0.3261051734886835,-0.09329015948254847,-0.4086802993577162,0.3315134305117902,1.647822335928454,-0.1877341360138741,0.014956757699575052,-0.038190567557059574,-0.0219747330233696,-0.4888675582428486,-0.516779730034711,-0.035557988667685274,-0.019850012442217117,-0.010392137532500243,-0.22564041405633425,-0.14640877054544313,-0.6895580887650531,-1.1505910699184965,-0.08468167717622523,-0.03589419358917522,-0.040984913440696616,-0.18919560916947445,3.678467530645221,-0.9264337725722878,-0.02087846783510345,-0.0598530704482399,-0.025970374591141855,-0.16249971932455629,82.76231418899333,AAME
61.56389653386313,-0.040827173731189895,-0.17724881433253564,-0.06124033859717917,-0.21749327181685596,-0.32590814148191044,-0.21749327181685596,-0.08433050119804134,-0.11854681647847999,-0.4086802993577162,-0.1567705485012286,-0.22791667864456686,-0.1759446173713586,-0.16261685752148639,-0.038218512864724205,0.00848146723217566,-0.4888675582428486,0.20485436494716291,-0.035599896448442914,-0.0357214656867275,-0.025170439972823956,0.014337682360887517,0.060846121718322425,-0.3709312533345421,-1.2676687804982187,-0.20978612756908338,-0.6962652607870244,-0.009928121383964187,-0.1769899835744828,-0.6821374466462665,-0.469500319054994,-0.020485026173119418,-0.09546226266320512,-0.030338844541334148,-0.28734903067153056,81.67461361517374,AAN
94.66978991327555,-0.17168469693780414,-0.32350258820039834,-0.06124033859717917,-0.18189553786374027,-0.441120844834796,-0.18189553786374027,-0.3261051734886835,0.04142860866230646,-0.4086802993577162,-0.1567705485012286,-0.19306930855145826,-0.18604512562662956,-0.13069481198541594,-0.03810295512997936,-0.22988972090479073,-0.4888675582428486,-0.516779730034711,-0.035378656021456165,-0.0451275723995211,-0.033453976977117585,-0.23716774619864622,-0.07794675044812685,2.8450395208165284,-0.2303102460441059,-0.11261734957061705,-0.2639510201593986,-0.04874911145487972,-0.1944244530065041,-0.38979938522661745,0.2819625291993507,-0.020798547793805775,-0.0598530704482399,-0.030460190928839493,1.8310177366384814,-167.96476687685023,AAOI
-4.647890224961726,-0.17974885511100128,-0.15782860832121942,-0.019927565997682927,-0.24008462523727853,-0.07628061755065844,-0.24008462523727853,-0.09641923481257346,-0.06067715858678718,-0.4086802993577162,0.084451948201371,-0.2462351230256756,-0.13146936347574156,-0.18645204739776777,-0.036481685278747684,0.1072317213761248,-0.15052596011771466,-0.2668019062828201,-0.0338111961697419,-0.005615255938175776,-0.00977261700735735,-0.06740158192096095,-0.139989118733859,0.6389537756600007,0.2764258654302465,-0.0482342521424517,0.08368741594892798,0.025010769679859792,0.17094122837169784,0.45713645465850206,3.430949702836604,-0.019391555314089665,-0.055960902927069275,-0.006797645365297899,0.526885533614687,-51.652733218579336,AAON
